S,K,r,t,vol,Value
1946.47,1631.42,0.0268,0.6548,0.1765,353.4483
1251.95,1147.89,0.021,0.537,0.1713,135.3778
1747.89,1918.12,0.024,1.3589,0.184,105.4847
1805.09,1272.29,0.0211,0.9452,0.2081,561.949
1175.64,1196.14,0.0237,0.3534,0.1903,47.6831
1462.03,1097.71,0.0171,0.5836,0.205,377.42
1235.99,1210.79,0.0181,0.6082,0.2122,100.8514
1908.9,1690.42,0.0187,0.0904,0.1872,221.7367
1452.5699,1447.0699,0.0171,0.8164,0.1559,94.245
1476.46,1987.9399,0.0168,0.789,0.175,3.5026
1563.1899,1719.99,0.025,0.5808,0.1779,37.0779
1787.99,1242.95,0.0222,0.926,0.2176,574.3536
1954.91,1979.74,0.0214,0.7562,0.1666,116.124
1786.16,1603.8,0.0199,0.4247,0.2138,222.2017
1431.09,1113,0.0229,0.6493,0.1365,334.8615
1607.5699,1238.0699,0.0192,0.6493,0.1351,385.1271
1154.29,1271.5,0.0171,0.0932,0.1798,0.7991
1023.63,1155.3101,0.0173,0.9644,0.1723,29.8989
1858.67,1009.27,0.0143,1.2411,0.1687,867.1816
1416.65,1635.29,0.0256,0.337,0.1733,5.9471
1675.66,1259.66,0.0197,0.8904,0.2017,444.3785
1509.84,1917.92,0.0176,0.5288,0.1411,0.734
1166.6801,1933.52,0.0202,0.4548,0.1895,0
1319.92,1561.15,0.0171,0.337,0.2107,7.4089
1406.64,1669.63,0.0195,1.1151,0.1713,31.3228
1051.15,1623.14,0.0243,0.7178,0.1732,0.1236
1211.97,1018.87,0.0249,0.0192,0.2082,193.587
1899.58,1574.79,0.0214,0.5096,0.1672,345.9061
1856.9301,1093.03,0.0205,0.8219,0.1952,782.231
1986.11,1599.15,0.0224,0.2904,0.1549,397.4782
1871.9399,1459.95,0.0296,1.1671,0.1371,464.1318
1887.26,1683.6,0.02,0.874,0.2014,280.2962
1767.7,1815.8,0.0202,1.1863,0.1814,136.7445
1482.38,1661.4399,0.0253,1.2411,0.1784,68.8817
1778.85,1716.0699,0.0178,0.8411,0.1514,146.5052
1085.89,1108.83,0.0202,1.1123,0.2071,95.2047
1970.9,1396.36,0.0188,0.9205,0.1745,599.9913
1083.6,1753.45,0.0219,0.2493,0.1635,0
1304.21,1464.28,0.0187,0.3068,0.1984,12.3004
1541.54,1801.21,0.0167,0.4438,0.2104,17.1967
1498.71,1993.7,0.0184,0.5534,0.1893,2.2916
1506.27,1337.13,0.0232,1.4932,0.1792,257.87
1793.1801,1302.55,0.0223,0.6247,0.2065,510.4981
1965.33,1706.62,0.0235,0.8986,0.1664,316.8616
1942.85,1445.52,0.0227,1.1068,0.1456,534.8553
1686.6,1533.64,0.0195,1.3479,0.1661,241.7716
1048.9301,1202.85,0.0233,0.0027,0.1454,0
1405.3,1781.66,0.016,0.4356,0.1562,0.6964
1064.02,1096.38,0.0161,0.1288,0.2024,17.9299
1077.42,1013.95,0.0168,0.4548,0.1576,88.4367
1067,1714.3199,0.0157,0.526,0.1847,0.0112
1168.28,1759.3,0.023,1.4603,0.1839,5.797
1651.21,1375.77,0.0234,0.1096,0.1923,278.9985
1195.02,1639.45,0.0241,1.1726,0.2025,13.3336
1019.69,1916.37,0.0272,0.2548,0.2036,0
1991.74,1664.5,0.0179,0.2,0.1732,333.5716
1631.12,1126.29,0.0187,0.7671,0.206,522.3001
1416.04,1852.5699,0.0202,0.8849,0.1861,9.5521
1490.4301,1121.8101,0.0234,0.7014,0.2003,389.9963
1465.72,1079.85,0.0214,0.4712,0.2144,397.7354
1427.52,1681.74,0.0253,0.7151,0.1765,19.848
1024.37,1817.4399,0.0203,0.7096,0.203,0.0328
1958.17,1329.96,0.0224,1.1781,0.2013,666.7595
1704.65,1161.16,0.0227,0.8,0.1612,564.544
1570.61,1695.25,0.0246,0.9945,0.1637,68.3065
1507.97,1310.49,0.0134,1.0603,0.1779,244.3294
1531.73,1429.8,0.019,1.0384,0.1708,179.5069
1269.28,1403.12,0.0218,1.4438,0.1779,72.3091
1556.4399,1717.4301,0.0159,0.0027,0.1885,0
1105.8101,1361.08,0.0284,0.5918,0.1886,7.656
1934.2,1153.0699,0.0191,0.7616,0.2201,798.0209
1338.48,1154.9301,0.0213,1.2603,0.1858,242.8855
1956.22,1524.45,0.0153,0.7699,0.1673,453.3999
1604.6801,1642.12,0.0219,0.0329,0.1868,4.2898
1737.29,1777.4399,0.0142,0.4301,0.1669,62.4843
1131.2,1885.87,0.0181,0.9781,0.1604,0.059
1775.77,1196.22,0.0257,0.6219,0.1965,598.7888
1386.12,1610.7,0.0242,0.3589,0.171,5.5139
1845.73,1579.5699,0.0256,0.0986,0.1447,270.144
1578.28,1200.99,0.0154,0.8164,0.1781,395.6238
1064.8101,1944.46,0.0155,0.7288,0.1366,0
1723.25,1398.72,0.0269,1.3808,0.1573,387.4536
1231.62,1038.28,0.0289,0.5014,0.2122,216.969
1244.36,1606.7,0.0147,0.0055,0.1632,0
1776.42,1690.86,0.0185,1.0164,0.1969,202.2511
1327.7,1453.51,0.0191,0.6877,0.1523,28.6958
1918.84,1787.66,0.0182,1.1616,0.2127,264.9079
1499.74,1026.4,0.0173,1.1616,0.1348,493.9208
1876.36,1395.21,0.023,1.4438,0.1696,533.8895
1146.41,1928.4399,0.0251,0.4548,0.2243,0.0208
1217.37,1320.22,0.0209,0.3699,0.1835,21.2793
1942.25,1066.1,0.0166,0.0466,0.2036,876.9744
1702.45,1133.49,0.0212,0.6849,0.2142,586.0067
1408.5699,1823.58,0.0203,1.1589,0.1755,15.33
1207.72,1439.95,0.0215,0.0356,0.1652,0
1069.16,1030.0699,0.0198,1.2027,0.2185,133.7737
1573.97,1926.02,0.0187,1.1562,0.1922,37.4836
1922.48,1876.29,0.0289,0.1288,0.1637,72.9338
1475.28,1465.54,0.0164,0.4055,0.211,88.4038
1199,1686.4399,0.0196,0.9562,0.2141,7.8554
1651.01,1315.6,0.0137,0.937,0.151,356.689
1622.4,1201.88,0.0204,1.0027,0.1741,447.9679
1094.7,1183.42,0.028,1.1726,0.1962,71.5931
1643.48,1782.8101,0.0164,0.8082,0.1571,48.742
1043.87,1695.59,0.0266,1.0466,0.1587,0.1529
1365.4399,1684.1801,0.0165,1.0466,0.1916,25.3163
1864.26,1550.92,0.0195,1.4548,0.1777,386.9905
1129.35,1311.9399,0.0199,0.1781,0.1932,1.2323
1172.4,1388.08,0.0191,1.1288,0.1881,33.7222
1978.45,1116.23,0.0179,1.3479,0.1722,888.9471
1790.23,1149.4,0.0186,0.1397,0.1529,643.8127
1470.26,1527.3,0.0112,0.0548,0.1943,7.2698
1375.42,1471.98,0.0239,1.4712,0.1514,80.8681
1554.88,1090.86,0.0213,0.8822,0.165,484.8555
1821.3,1387.38,0.0226,1.1178,0.1697,474.2164
1488.66,1708.74,0.0245,0.989,0.1548,32.4138
1770.04,1361.1801,0.0237,0.9315,0.1844,444.9136
1001.64,1641.34,0.0165,1.4658,0.1344,0.1153
1832.88,1453.63,0.0222,0.8795,0.1855,416.6614
1187.67,1678.09,0.019,1.4822,0.1893,12.2593
1361.1,1132.63,0.021,1.2192,0.1809,275.6247
1836,1631.99,0.0228,1.074,0.1816,285.1522
1861.55,1020.33,0.0261,0.4877,0.1766,854.1255
1172.9399,1064.8101,0.0209,1.2521,0.1786,171.7998
1400.48,1604.52,0.0269,1.0603,0.1769,46.0354
1232.48,1898.8101,0.0161,1.0329,0.1663,0.5817
1589.36,1696.1899,0.0256,1.4384,0.1975,130.1358
1324.54,1321.59,0.0151,0.3425,0.1671,56.2328
1996.51,1164.36,0.0211,1.2493,0.1855,862.7413
1319.66,1140.09,0.0258,0.0932,0.1793,182.3474
1078.26,1229.5601,0.0186,0.389,0.1907,10.2994
1718.8101,1490.01,0.0173,0.1644,0.2096,235.2807
1973.37,1347.12,0.021,1.0438,0.1807,656.9631
1727.13,1557.0699,0.0217,0.8712,0.1638,228.9258
1754.48,1461.5601,0.0242,0.7452,0.1454,323.6496
1800.29,1716.12,0.0256,0.3479,0.2181,147.4107
1980.39,1163.36,0.0209,0.9644,0.1821,840.3188
1382.3101,1244.54,0.0208,0.1781,0.1872,146.064
1642.83,1029.23,0.0268,0.6493,0.1576,631.3574
1803.51,1516.09,0.0125,0.5151,0.1588,301.6958
1851.51,1177.35,0.0117,1.4575,0.1892,696.4853
1557.36,1331.47,0.0142,0.7041,0.2135,263.4253
1851.1899,1818.6,0.0211,0.8329,0.1889,159.6719
1424.97,1791.85,0.017,0.9151,0.1486,6.5588
1214.59,1335.1899,0.0201,0.4356,0.1655,16.8021
1166.04,1871.63,0.024,0.5945,0.1746,0.0158
1304.77,1167.87,0.0156,0.8329,0.1762,176.9032
1744.92,1596.66,0.026,0.4247,0.2026,193.8048
1350.8199,1542.96,0.0178,0.1863,0.1736,1.608
1310.59,1484.21,0.02,1.3973,0.1926,69.3447
1730.5699,1820.52,0.0277,0.1068,0.1908,11.0641
1399.29,1650.8199,0.0266,0.9315,0.1803,30.9107
1304.09,1994.8101,0.0214,1.1699,0.1586,0.9068
1078.58,1744.48,0.0171,1.3781,0.2015,3.2273
1891.71,1628.4,0.0178,1,0.1982,330.1142
1001.53,1607.21,0.0178,0.0986,0.1331,0
1240.35,1251.09,0.0111,0.6712,0.1834,73.577
1589.83,1324.38,0.0214,1.2219,0.1691,317.3159
1071.8199,1004.91,0.0235,0.0932,0.167,70.9498
1814.53,1066.97,0.0124,0.9918,0.2006,760.8752
1057,1066.51,0.0207,0.8521,0.1625,67.5814
1293.25,1883.13,0.0176,1.0904,0.1687,2.159
1809.42,1128.1,0.0145,0.9479,0.1786,696.9088
1672.46,1345.1,0.0287,1.0849,0.158,375.493
1242.25,1968.24,0.0266,0.6548,0.1965,0.1931
1513.74,1707.92,0.0159,1.0904,0.2014,67.0055
1882.27,1893.76,0.0263,0.1808,0.1865,56.1639
1152.65,1986.1,0.0127,1.1479,0.2126,1.1584
1984.54,1584.01,0.0171,0.0959,0.1564,403.1255
1249.03,1104.47,0.0285,0.5671,0.1674,172.1132
1541.77,1618.62,0.015,0.9671,0.1755,83.1924
1997.46,1029.5699,0.0198,1.0055,0.1507,988.1851
1531.84,1720.28,0.0123,0.4329,0.1684,14.8687
1216.59,1537.6801,0.0169,0.8192,0.1886,10.726
1997.35,1493.41,0.0117,1.3753,0.1715,537.2546
1786.1899,1025.87,0.0167,0.1671,0.1848,763.1787
1801.0699,1190.35,0.0228,0.1973,0.1476,616.0627
1150.5,1522.26,0.0185,0.663,0.1797,2.5292
1150.79,1786.02,0.0166,1.0986,0.2002,2.4678
1856.9,1801.73,0.0231,0.3315,0.2001,121.9507
1237.51,1392.47,0.0196,0.611,0.183,24.7452
1348.3,1263.36,0.0134,1.3753,0.1705,165.8704
1580.65,1794.59,0.0136,1.0521,0.1973,61.0557
1478.33,1975.85,0.0141,0.7753,0.2016,7.4513
1924.08,1637.99,0.023,0.8795,0.1716,337.2731
1467.88,1047.16,0.0217,0.011,0.1779,420.9699
1776.61,1550.6801,0.0246,0.3616,0.1671,244.9581
1271.77,1224.5699,0.0213,0.1096,0.2109,64.3724
1940.8199,1229.45,0.0227,1.3452,0.2025,750.8053
1574.38,1381.54,0.02,1.1123,0.2275,278.5379
1623.87,1272.38,0.014,1.2027,0.1923,388.3116
1882.9,1297.46,0.0254,1.411,0.1629,632.9602
1974.17,1288.74,0.0162,1.0438,0.1919,708.3039
1437.01,1886.67,0.0182,0.2658,0.1755,0.0554
1137.49,1567.41,0.0228,0.5315,0.1435,0.0589
1903.7,1782.95,0.0175,1.2301,0.2032,255.0164
1176.4301,1335.21,0.0191,0.0986,0.2169,0.8509
1075.98,1935.6801,0.0268,1.0466,0.1806,0.0911
1446.8199,1386.27,0.0231,0.1863,0.1881,85.5618
1044.3199,1623.99,0.0214,1.474,0.1842,3.7237
1275.0601,1613.79,0.0139,1.0247,0.1502,6.999
1559.35,1045.21,0.0234,0.8548,0.176,535.1568
1029.8199,1725.35,0.0228,0.863,0.2001,0.2851
1554.9301,1383.62,0.0254,0.663,0.1628,210.1335
1932.13,1173.13,0.0196,1.3863,0.1945,791.6892
1049.9,1016.11,0.0198,1.0849,0.1413,91.6646
1197.47,1080.09,0.0192,0.9753,0.1693,162.9818
1897.64,1260.63,0.0239,0.5726,0.1967,654.2929
1353.62,1693.7,0.0208,0.337,0.1665,0.5649
1102,1824.02,0.0186,1.2274,0.1741,0.5484
1828.11,1648.0601,0.0143,0.3644,0.2107,212.3861
1668.33,1855.1801,0.0296,1.2219,0.1913,92.9002
1148.85,1065.96,0.0177,1.0301,0.1816,141.7161
1208.52,1260.03,0.0204,0.7863,0.162,55.4547
1351.88,1282.08,0.0186,1.4164,0.1738,166.3617
1768.5601,1684.4301,0.0251,0.7753,0.1971,185.4908
1439.83,1718.4301,0.0147,1.4192,0.1385,23.6133
1597.66,1321.27,0.0204,0.1123,0.2046,279.4716
1985,1193.42,0.0255,0.0301,0.152,792.4956
1827.41,1448.13,0.025,0.2959,0.1558,390.0323
1220.63,1695.84,0.0203,0.4082,0.2029,0.3871
1279.87,1351.54,0.0256,0.1014,0.1854,6.1579
1214.24,1404.84,0.0158,0.9699,0.1423,17.2003
1873.38,1044.3,0.0178,1.3671,0.1978,854.6038
1966.78,1487.28,0.0264,1.4,0.1924,547.6668
1344.6899,1931.96,0.0213,0.7562,0.1934,1.9353
1531.25,1953.74,0.0222,0.5945,0.1542,2.0007
1256.27,1334.8199,0.0175,1.1178,0.1888,77.763
1494.63,1604.27,0.0175,1.2027,0.1608,73.8012
1507.62,1521.58,0.0182,0.1342,0.1952,37.1709
1416.9,1845.3199,0.0235,1.4603,0.1691,21.048
1819.04,1661.0601,0.0156,1.0904,0.1768,240.9266
1070.72,1908.95,0.0201,0.326,0.1824,0
1907.03,1848,0.0193,1.1781,0.2067,220.897
1575.74,1755.67,0.0188,0.2904,0.2002,15.9463
1319.6801,1109.5,0.0132,0.0055,0.1889,210.2606
1771.15,1692.13,0.0223,0.1425,0.1863,100.7018
1151.02,1048,0.0166,0.8932,0.1654,142.9675
1420.29,1484.89,0.0124,0.3342,0.2012,41.829
1103.09,1527.37,0.0225,0.3973,0.1779,0.0922
1090.99,1501.5,0.0228,0.4301,0.1908,0.3265
1614.29,1558.16,0.0281,0.9288,0.2015,175.2738
1805.48,1160.24,0.0176,0.0877,0.1763,647.0295
1022.99,1288.27,0.0191,0.611,0.1699,3.1099
1803.61,1719.67,0.0209,0.274,0.1881,125.0788
1985,1755.49,0.0147,0.5233,0.2107,273.6291
1012.99,1189.26,0.0214,0.4027,0.189,6.2627
1613.72,1807.79,0.0234,0.7014,0.1603,31.0761
1070.08,1892.37,0.025,0.874,0.1781,0.0305
1061.67,1348.0601,0.0169,0.3205,0.1753,0.3478
1985.62,1962.87,0.019,1.4521,0.1718,201.355
1512.2,1809.14,0.0228,1.1726,0.1614,30.0122
1798.54,1806.52,0.0227,1.1918,0.2033,178.0439
1800.0699,1515.64,0.012,0.5726,0.1366,297.6767
1811.7,1308.53,0.0176,0.0959,0.1858,505.3766
1129.74,1338.75,0.0235,0.6274,0.1989,16.4144
1253.58,1318.39,0.02,1.4986,0.1828,100.2496
1610.03,1800.25,0.0207,1.2,0.1663,62.6661
1459.42,1693.34,0.0215,1.0904,0.1793,43.6921
1573.9399,1531.95,0.0224,1.2658,0.2087,189.4436
1915.62,1931.6899,0.0203,1.2932,0.197,186.802
1902.38,1746.9,0.0139,0.7452,0.189,224.4156
1761.24,1177.1801,0.0261,0.2082,0.1982,590.4395
1820.5699,1128.54,0.0189,1.2658,0.1841,719.4445
1590.25,1125.74,0.0143,0.5781,0.1717,473.9547
1885.8101,1294.11,0.0199,0.1836,0.2033,596.4198
1648.26,1115.8199,0.012,0.6986,0.1944,542.2615
1135.45,1738.45,0.0168,1.0493,0.1726,0.8738
1767.64,1433.55,0.0191,0.0329,0.1625,334.9905
1613.72,1914.61,0.0211,1.1288,0.1545,28.7504
1634.5699,1614.05,0.02,0.1534,0.1859,59.7348
1746.29,1857.34,0.0162,0.9096,0.1723,79.883
1231.92,1269.99,0.0277,0.0575,0.1895,5.4567
1281.12,1505.91,0.0208,1.4055,0.1558,34.9334
1551.65,1728.8199,0.0151,0.2192,0.1657,4.9062
1764.6,1632.26,0.0254,0.5178,0.1795,184.1736
1920.52,1509.86,0.028,0.1699,0.1712,417.8305
1771.49,1030.97,0.0201,1.474,0.1605,770.7412
1532.75,1422.36,0.0209,0.2137,0.1616,124.3753
1357.5601,1377.21,0.0226,0.3151,0.1851,51.0257
1033.5699,1816.0699,0.0228,0.3178,0.2092,0
1453.66,1908.8,0.025,0.7808,0.1838,6.8512
1247.23,1265.28,0.024,0.0849,0.1452,11.5082
1169.89,1838.85,0.0282,0.2575,0.2216,0
1393.29,1717.74,0.0188,1.0219,0.1725,18.6413
1228.71,1155.0699,0.013,0.4219,0.1747,102.8418
1384.99,1889.72,0.0282,0.7836,0.1913,4.871
1995.71,1212.0601,0.0161,0.4575,0.21,792.5546
1053.33,1438.3199,0.0257,0.9233,0.1819,4.41
1826.78,1272.79,0.0201,0.2438,0.1879,560.213
1390.77,1192.47,0.0195,0.4712,0.1878,217.2155
1700.4399,1905.59,0.016,0.6849,0.1565,28.0398
1158.14,1473.71,0.0164,0.7014,0.1942,7.531
1354.03,1892.87,0.0275,0.7644,0.2056,4.6122
1448.6,1288.09,0.0196,0.1315,0.1441,164.0241
1392.66,1057.7,0.0151,0.263,0.1499,339.155
1052.4,1920.41,0.0254,1.3589,0.1867,0.4327
1089.45,1164.78,0.019,1.0055,0.2095,69.1141
1716.14,1212.05,0.021,0.5452,0.2015,518.4338
1845.99,1801.73,0.02,1.3068,0.1577,179.6295
1640.35,1553.63,0.019,1.3836,0.1919,214.0362
1531.74,1897.1801,0.027,1.189,0.2025,42.5212
1809.05,1373.8199,0.0108,1.137,0.1921,463.6306
1170.97,1281.8,0.0187,0.3726,0.1736,15.6349
1995.16,1655.42,0.024,0.2932,0.1811,352.8375
1696.24,1448.54,0.0203,1.2986,0.1806,317.5071
1535.37,1760.05,0.0157,0.7151,0.1978,35.8017
1736.9301,1418.37,0.0222,1.4575,0.164,381.2053
1218.34,1592.77,0.0277,1.0466,0.1496,5.3314
1661.74,1367.74,0.0104,0.0356,0.155,294.5063
1879.9,1887.64,0.0258,0.0521,0.1605,19.3255
1343.83,1423.92,0.0167,0.8877,0.1652,58.8534
1549.08,1145.78,0.0269,0.8301,0.1505,429.1483
1367.38,1784.71,0.0284,0.1288,0.2237,0
1238.58,1506.9,0.0191,0.3808,0.1908,3.5894
1644.23,1068.51,0.0252,1.0658,0.1801,604.581
1723.65,1585.75,0.0171,0.2247,0.1793,154.7267
1659.54,1551.1,0.0223,0.5397,0.1435,148.6075
1902.85,1054.64,0.0164,0.7397,0.1778,860.9286
1815.05,1695.47,0.0294,0.6219,0.1748,188.6711
1584.76,1503.3101,0.0124,0.7452,0.1583,139.8097
1588.71,1130.8199,0.0232,1.0247,0.2019,488.5051
1794.04,1857.36,0.0249,0.1918,0.1982,37.8568
1479.53,1987,0.022,1.3973,0.1761,16.9691
1940.9399,1386.5699,0.0144,1.2521,0.1711,583.0333
1956.3199,1240.74,0.0229,1.0849,0.189,746.7537
1447.73,1084.3,0.0129,0.4356,0.1756,369.7555
1879.05,1479.77,0.0179,0.8466,0.1678,426.8516
1675.9399,1949.21,0.0221,0.7452,0.1464,16.5814
1111.6801,1241.26,0.0202,0.789,0.1691,28.1403
1248.14,1450.61,0.0245,1.2795,0.1404,27.5246
1295.0699,1830.59,0.0266,1.2932,0.188,10.3609
1108.03,1208.62,0.0205,0.0219,0.1932,0
1998.83,1276.98,0.0281,0.4603,0.2031,738.2824
1912.49,1670.46,0.0236,0.9918,0.1885,317.3476
1720.91,1831.99,0.0238,0.0521,0.1754,0
1599.47,1314.04,0.0206,0.7205,0.1346,306.8381
1453.4,1167.29,0.0205,0.7507,0.1697,308.3778
1225.38,1660.1801,0.018,0.0247,0.1412,0
1783.71,1177.88,0.0234,0.9425,0.1671,631.7738
1415.8101,1124.65,0.0188,0.2329,0.1921,296.2685
1749.5,1047.03,0.0193,0.0932,0.188,704.3516
1023.19,1491.35,0.0147,0.6219,0.1543,0.0523
1916.29,1979.17,0.0193,0.6795,0.1444,74.3421
1835.33,1537.74,0.0259,0.4904,0.1707,321.6603
1396.58,1757.0699,0.0209,0.0082,0.1888,0
1428.41,1093.97,0.0133,0.7945,0.1776,349.0986
1778.97,1029.37,0.0174,1.1123,0.1806,769.4373
1508.34,1566.79,0.0165,0.6329,0.1923,73.6019
1186.33,1984.97,0.0236,0.3123,0.1868,0
1334.05,1709.5601,0.0209,0.6658,0.164,3.2202
1931.51,1820.25,0.0173,0.8849,0.1872,211.6201
1066.63,1169.63,0.0187,0.5452,0.1809,24.348
1489.54,1155.6,0.0239,0.6822,0.2021,357.4272
1137.99,1094.28,0.0164,0.2027,0.1794,64.0352
1754.95,1307.42,0.0243,0.9123,0.2112,483.7145
1982.78,1826.54,0.0133,0.2767,0.1964,185.0689
1802.99,1071.76,0.0237,1.1014,0.1827,759.0133
1727.38,1472.0699,0.0247,0.3233,0.2115,273.827
1623.51,1426.02,0.0212,1.2877,0.1817,275.5248
1679.6,1868.4,0.0131,1.3205,0.1694,71.919
1546.27,1304.8,0.0174,1.1753,0.1758,290.2109
1713,1237.76,0.0214,1.3562,0.1797,516.2125
1326.41,1356.27,0.0204,0.0274,0.1572,0.1635
1889.4301,1554.78,0.0124,0.7808,0.1852,363.7006
1108.75,1335.24,0.018,1.3342,0.15,19.5629
1913.63,1410.22,0.017,0.4137,0.194,513.6885
1739.83,1539.16,0.0253,1.2137,0.1717,283.0707
1263.59,1902.11,0.0163,0.9151,0.1685,0.5871
1146.35,1443.42,0.015,1.4027,0.1669,18.6154
1090.45,1835.45,0.0109,1.1014,0.2148,1.3103
1748.72,1442.03,0.0226,0.9918,0.1825,355.1414
1231.7,1261.76,0.0201,1.0548,0.1675,82.7648
1128.51,1350.1,0.0205,1.0384,0.1534,15.5526
1931.38,1139.74,0.0165,1.126,0.1619,812.6702
1418.6801,1074.22,0.0142,0.9562,0.2165,368.8989
1111.08,1648.21,0.0186,0.3726,0.1386,0
1135,1607.11,0.0262,0.5589,0.173,0.2618
1285.48,1432.76,0.0151,1.2767,0.1741,56.0466
1417.86,1252.6899,0.0186,0.9151,0.1669,208.1485
1466.13,1817.12,0.0157,1.0712,0.1804,22.3907
1902.8101,1737.9301,0.0207,0.6356,0.1982,231.2685
1647.3199,1760.72,0.0204,1.263,0.2185,132.2314
1688.84,1617.63,0.0233,1.0137,0.1908,186.9826
1717.6899,1093.51,0.0234,1.4027,0.1684,660.1508
1123.05,1128.38,0.0258,0.8603,0.1822,85.0722
1891.36,1309.47,0.0227,0.4603,0.15,595.5047
1370.47,1398.11,0.0264,1.2466,0.1555,103.2014
1002.4,1949.86,0.0216,1.1041,0.189,0.0452
1987.79,1667.1899,0.0238,0.2,0.1806,329.0689
1256.29,1357.64,0.0237,0.4959,0.1705,28.2737
1969.76,1927.6801,0.0186,1.3452,0.1853,213.3512
1282.13,1334.21,0.0172,1.1562,0.1745,84.4276
1986.97,1136.65,0.0242,0.8,0.1734,872.1192
1579.46,1979.74,0.0204,0.7315,0.1882,12.5184
1783.79,1910.03,0.0249,1.0247,0.209,117.6336
1703.3,1748.35,0.0235,0.9808,0.1866,122.9985
1955.24,1353.21,0.0207,0.2027,0.187,607.6962
1781.23,1499.34,0.0198,0.1123,0.1773,285.2536
1571.5,1434.5601,0.0168,0.6247,0.1561,173.0554
1206.27,1075.87,0.0198,0.4575,0.1517,146.4681
1368.85,1058.16,0.0177,0.3918,0.1659,318.2101
1599.3101,1692.12,0.023,0.9014,0.1873,88.6213
1475.6801,1742.0699,0.0136,0.6192,0.1541,8.788
1384.74,1160.35,0.0202,0.8411,0.1446,249.2562
1892.54,1558.2,0.0178,0.7616,0.1947,370.7474
1573.21,1739.05,0.0199,0.7699,0.202,59.3005
1194.74,1740.3101,0.015,1.4877,0.1751,6.1414
1595.09,1133.4301,0.0238,0.0575,0.223,463.21
1176.4,1116.08,0.0181,0.4219,0.1699,91.7736
1278.54,1929.5,0.0234,0.2795,0.1992,0
1404.65,1269.7,0.0225,0.9863,0.1828,198.2505
1315.77,1492.99,0.0234,0.3671,0.1624,7.4073
1902.74,1091.24,0.0173,0.8959,0.1717,828.2955
1811.4301,1114.37,0.0237,0.2384,0.1603,703.3386
1430.79,1118.87,0.0213,0.7726,0.1794,334.1142
1756.6899,1931.21,0.0153,1.3973,0.1895,104.3234
1082.97,1830.41,0.0127,0.2,0.136,0
1522.9,1909.1801,0.0228,0.9178,0.179,16.3169
1169.8199,1790.3101,0.0122,1.4192,0.1527,1.1173
1718.5601,1912.77,0.0182,1.0575,0.2177,93.4313
1604.48,1308.28,0.0168,0.7726,0.1763,321.2098
1003.22,1647.26,0.0187,0.1589,0.1713,0
1261.58,1016.02,0.0139,0.789,0.1724,261.8528
1702.3,1002.91,0.0232,1.337,0.1804,730.3164
1027.52,1518.0601,0.0145,1.3096,0.2056,7.0808
1316.29,1082.8101,0.0202,0.8548,0.1846,262.3067
1510.9301,1023.11,0.0242,0.2986,0.1873,495.1878
1268.39,1945.58,0.0226,0.9562,0.2162,3.4199
1632.05,1612.16,0.0197,0.9534,0.2078,156.3193
1484.03,1844.08,0.0208,0.789,0.1572,7.6905
1559.67,1549.45,0.0222,1.0521,0.1724,132.8021
1646.27,1491.58,0.0197,0.4192,0.2029,190.7561
1714.63,1792.79,0.0223,0.863,0.1605,82.6711
1220.72,1636.4301,0.0231,0.8767,0.1774,4.8669
1808.36,1609.24,0.0202,0.3397,0.1755,219.4667
1593.6899,1976.66,0.0179,1.4192,0.1919,45.3544
1135.33,1952.58,0.015,0.1534,0.2059,0
1917.4301,1195.54,0.0237,0.2521,0.1932,729.0118
1588.24,1008.7,0.0157,0.5342,0.164,587.9665
1506.1,1649.66,0.0202,0.6247,0.1926,45.8808
1114.53,1065.24,0.0203,1.2356,0.1733,125.8551
1876.33,1990.46,0.0169,0.7589,0.2216,107.4785
1583.09,1611.67,0.0229,0.3425,0.1719,55.4399
1776.01,1750.64,0.0185,0.3534,0.1568,84.8519
1279.87,1326.13,0.0172,0.4877,0.1509,38.5374
1795.12,1676.75,0.0296,1.2904,0.2079,266.6296
1501.11,1355.21,0.0249,1.4301,0.1468,223.4456
1402.38,1338.98,0.023,0.1014,0.163,72.0981
1963.0601,1042.9399,0.0184,0.337,0.1573,926.5672
1501.37,1299.66,0.0152,0.0219,0.1849,202.1425
1996.76,1015.27,0.0155,0.4438,0.1467,988.45
1849.99,1871.54,0.0218,0.4685,0.151,74.5607
1746.8101,1276.27,0.0266,0.7096,0.1638,494.9332
1936.92,1247.1801,0.0185,0.0137,0.1827,690.056
1842.7,1722.27,0.0209,0.8849,0.1866,214.0627
1158.84,1530.73,0.0197,1.4356,0.1559,10.2102
1261.67,1230.28,0.0221,1.3425,0.2161,158.8768
1392.24,1953.21,0.0196,0.1781,0.1877,0
1351.61,1226.78,0.0217,1.3671,0.1858,208.2937
1303.46,1302.72,0.0184,1.0329,0.1927,113.8249
1232.9301,1393.3199,0.019,1.4795,0.1563,48.7377
1990.79,1350.6801,0.0187,0.1452,0.2023,643.7724
1048.08,1915.0699,0.0151,0.7562,0.1644,0
1802.34,1805.47,0.015,0.3863,0.1909,88.5359
1777.46,1428.53,0.0225,1.4521,0.1943,421.2159
1423.4399,1074.65,0.02,0.9781,0.2038,376.955
1590.5,1574.8,0.0161,0.6712,0.1905,115.0323
1577.3,1866.9399,0.0121,0.1205,0.1784,0.0907
1950.63,1814.49,0.0158,0.1068,0.1805,144.2814
